date,time,pair,side,occurrences
2025-10-23,03:35,COAIUSDT,BUY,10
2025-10-23,03:35,AIAUSDT,BUY,7
2025-10-23,03:36,COAIUSDT,BUY,8
2025-10-23,03:36,EVAAUSDT,BUY,8
2025-10-23,03:37,AIAUSDT,BUY,16
2025-10-23,03:37,BASUSDT,BUY,14
2025-10-23,03:38,RIVERUSDT,BUY,18
2025-10-23,03:39,BASUSDT,SELL,10
2025-10-23,03:40,BASUSDT,SELL,9
2025-10-23,03:40,COAIUSDT,BUY,7
2025-10-23,03:47,RIVERUSDT,BUY,13
2025-10-23,03:47,RECALLUSDT,SELL,8
2025-10-23,03:48,RECALLUSDT,SELL,9
2025-10-23,03:48,BASUSDT,SELL,10
2025-10-23,03:49,RECALLUSDT,SELL,17
2025-10-23,03:50,AIAUSDT,BUY,10
2025-10-23,03:52,BASUSDT,SELL,9
2025-10-23,03:58,COAIUSDT,BUY,7
2025-10-23,03:59,COAIUSDT,BUY,13
2025-10-23,03:59,BLUAIUSDT,SELL,10
2025-10-23,04:01,BASUSDT,SELL,16
2025-10-23,04:01,4USDT,BUY,7
2025-10-23,04:03,BASUSDT,SELL,13
2025-10-23,04:04,KGENUSDT,SELL,21
2025-10-23,04:04,AIAUSDT,BUY,18
2025-10-23,04:04,XPINUSDT,BUY,12
2025-10-23,04:04,BASUSDT,SELL,14
2025-10-23,04:08,AIAUSDT,BUY,8
2025-10-23,04:08,ASTERUSDT,BUY,7
2025-10-23,04:09,RIVERUSDT,BUY,8
2025-10-23,04:13,BASUSDT,SELL,17
2025-10-23,04:19,YBUSDT,BUY,13
2025-10-23,04:23,AIAUSDT,BUY,11
2025-10-23,04:32,RIVERUSDT,SELL,9
2025-10-23,04:39,AIAUSDT,SELL,26
2025-10-23,04:39,YBUSDT,SELL,11
2025-10-23,04:47,YBUSDT,SELL,9
2025-10-23,05:00,BASUSDT,SELL,9
2025-10-23,05:01,YBUSDT,BUY,10
2025-10-23,05:02,EVAAUSDT,SELL,7
2025-10-23,05:02,AIAUSDT,BUY,11
2025-10-23,05:02,BASUSDT,SELL,8
2025-10-23,05:03,AIAUSDT,BUY,9
2025-10-23,05:04,RIVERUSDT,BUY,7
2025-10-23,05:05,AIAUSDT,BUY,11
2025-10-23,05:06,UBUSDT,SELL,8
2025-10-23,05:10,BASUSDT,SELL,8
2025-10-23,05:13,BASUSDT,SELL,15
2025-10-23,05:14,KGENUSDT,SELL,8
2025-10-23,05:18,AIAUSDT,SELL,15
2025-10-23,05:21,SOLUSDT,BUY,7
2025-10-23,05:25,XPINUSDT,BUY,17
2025-10-23,05:28,BASUSDT,BUY,12
2025-10-23,05:30,EVAAUSDT,BUY,8
2025-10-23,05:37,RIVERUSDT,BUY,15
2025-10-23,05:37,AIAUSDT,BUY,8
2025-10-23,05:40,BTCUSDT,BUY,12
2025-10-23,05:40,ETHUSDT,BUY,12
2025-10-23,05:42,EVAAUSDT,BUY,11
2025-10-23,05:43,ETHUSDT,BUY,7
2025-10-23,05:50,FUSDT,BUY,9
2025-10-23,05:57,AIAUSDT,BUY,7
2025-10-23,05:59,EVAAUSDT,SELL,7
2025-10-23,05:59,FUSDT,BUY,7
2025-10-23,06:02,EVAAUSDT,SELL,7
2025-10-23,06:03,EVAAUSDT,SELL,10
2025-10-23,06:11,EVAAUSDT,SELL,8
2025-10-23,06:12,XPINUSDT,BUY,8
2025-10-23,06:13,XPINUSDT,BUY,22
2025-10-23,06:13,EVAAUSDT,BUY,9
2025-10-23,06:18,XPINUSDT,BUY,10
2025-10-23,06:19,XPINUSDT,BUY,22
2025-10-23,06:20,RIVERUSDT,BUY,7
2025-10-23,06:40,AIAUSDT,SELL,11
2025-10-23,06:42,XPINUSDT,SELL,10
2025-10-23,06:45,FUSDT,SELL,11
2025-10-23,06:46,EVAAUSDT,SELL,11
2025-10-23,06:48,AIAUSDT,SELL,12
2025-10-23,06:54,XPINUSDT,SELL,8
2025-10-23,06:57,ZECUSDT,SELL,12
2025-10-23,06:58,XPINUSDT,SELL,7
2025-10-23,07:00,LIGHTUSDT,SELL,9
2025-10-23,07:01,ZKJUSDT,BUY,14
2025-10-23,07:05,AIAUSDT,BUY,9
2025-10-23,07:06,RVVUSDT,BUY,7
2025-10-23,07:06,BLUAIUSDT,BUY,7
2025-10-23,07:07,BLUAIUSDT,BUY,8
2025-10-23,07:09,AIAUSDT,BUY,8
2025-10-23,07:10,KDAUSDT,BUY,8
2025-10-23,07:15,SOLUSDT,BUY,17
2025-10-23,07:15,XRPUSDT,BUY,11
2025-10-23,07:15,ETHUSDT,BUY,23
2025-10-23,07:15,BTCUSDT,BUY,19
2025-10-23,07:15,BTCUSDC,BUY,11
2025-10-23,07:15,DOGEUSDT,BUY,13
2025-10-23,07:15,BNBUSDT,BUY,14
2025-10-23,07:15,ETHUSDC,BUY,9
2025-10-23,07:15,EVAAUSDT,BUY,10
2025-10-23,07:16,BTCUSDT,BUY,10
2025-10-23,07:16,ETHUSDT,BUY,7
2025-10-23,07:16,BNBUSDT,BUY,11
2025-10-23,07:16,SOLUSDT,BUY,8
2025-10-23,07:16,RIVERUSDT,BUY,10
2025-10-23,07:17,ETHUSDT,BUY,7
2025-10-23,07:17,BTCUSDT,BUY,8
2025-10-23,07:18,SOLUSDT,BUY,7
2025-10-23,07:18,ETHUSDT,BUY,7
2025-10-23,07:18,4USDT,BUY,7
2025-10-23,07:26,AIAUSDT,BUY,8
2025-10-23,07:31,YBUSDT,SELL,8
2025-10-23,07:38,XPINUSDT,BUY,8
2025-10-23,07:41,XPINUSDT,BUY,13
2025-10-23,07:48,ETHUSDT,BUY,7
2025-10-23,07:49,ZKJUSDT,BUY,7
2025-10-23,07:51,ETHUSDT,BUY,8
2025-10-23,07:52,BTCUSDT,BUY,9
2025-10-23,08:00,EPTUSDT,BUY,7
2025-10-23,08:05,XPINUSDT,BUY,17
2025-10-23,08:05,COAIUSDT,BUY,7
2025-10-23,08:14,BASUSDT,SELL,10
2025-10-23,08:18,METUSDT,SELL,18
2025-10-23,08:18,EVAAUSDT,SELL,10
2025-10-23,08:19,AIAUSDT,SELL,14
2025-10-23,08:20,XPINUSDT,BUY,7
2025-10-23,08:21,XPINUSDT,BUY,14
2025-10-23,08:22,RIVERUSDT,BUY,16
2025-10-23,08:23,BTCUSDT,SELL,8
2025-10-23,08:24,BTCUSDT,SELL,20
2025-10-23,08:24,ETHUSDT,SELL,8
2025-10-23,08:25,XPINUSDT,SELL,11
2025-10-23,08:27,AIAUSDT,SELL,10
2025-10-23,08:30,EVAAUSDT,BUY,7
2025-10-23,08:32,AIAUSDT,SELL,18
2025-10-23,08:39,AIAUSDT,SELL,17
2025-10-23,08:41,ZKJUSDT,SELL,13
2025-10-23,08:41,AIAUSDT,SELL,22
2025-10-23,08:41,BTCUSDT,SELL,7
2025-10-23,08:44,AIAUSDT,BUY,7
2025-10-23,08:47,EVAAUSDT,BUY,11
2025-10-23,08:50,KDAUSDT,SELL,9
2025-10-23,08:56,LABUSDT,BUY,7
2025-10-23,08:59,KGENUSDT,SELL,8
2025-10-23,09:01,EVAAUSDT,SELL,9
2025-10-23,09:04,EPTUSDT,BUY,8
2025-10-23,09:05,SOLUSDT,BUY,11
2025-10-23,09:05,KGENUSDT,SELL,14
2025-10-23,09:08,AIAUSDT,SELL,15
2025-10-23,09:08,KGENUSDT,SELL,7
2025-10-23,09:09,KGENUSDT,SELL,10
2025-10-23,09:10,BNBUSDT,BUY,10
2025-10-23,09:11,BNBUSDT,BUY,7
2025-10-23,09:12,BNBUSDT,BUY,16
2025-10-23,09:15,币安人生USDT,SELL,7
2025-10-23,09:16,AIAUSDT,BUY,12
2025-10-23,09:17,AIAUSDT,BUY,7
2025-10-23,09:19,EVAAUSDT,SELL,9
2025-10-23,09:20,AIAUSDT,BUY,11
2025-10-23,09:20,COAIUSDT,BUY,12
2025-10-23,09:25,4USDT,SELL,8
2025-10-23,09:26,AIAUSDT,SELL,13
2025-10-23,09:31,RIVERUSDT,BUY,9
2025-10-23,09:32,AIAUSDT,SELL,14
2025-10-23,09:43,AIAUSDT,SELL,14
2025-10-23,09:45,RECALLUSDT,SELL,7
2025-10-23,09:47,COAIUSDT,BUY,8
2025-10-23,09:47,XPINUSDT,BUY,7
2025-10-23,09:54,EVAAUSDT,BUY,9
2025-10-23,09:58,RIVERUSDT,BUY,11
2025-10-23,09:59,RIVERUSDT,BUY,15
2025-10-23,09:59,EVAAUSDT,BUY,7
2025-10-23,10:01,AIAUSDT,SELL,12
2025-10-23,10:06,BNBUSDT,SELL,7
2025-10-23,10:07,COAIUSDT,BUY,15
2025-10-23,10:10,LABUSDT,BUY,8
2025-10-23,10:11,BTCUSDT,SELL,7
2025-10-23,10:14,BTCUSDT,SELL,7
2025-10-23,10:15,YBUSDT,BUY,7
2025-10-23,10:22,COAIUSDT,BUY,9
2025-10-23,10:26,METUSDT,SELL,9
2025-10-23,10:31,LABUSDT,BUY,7
2025-10-23,10:31,METUSDT,SELL,9
2025-10-23,10:32,XPINUSDT,BUY,37
2025-10-23,10:32,COAIUSDT,BUY,19
2025-10-23,10:34,COAIUSDT,BUY,15
2025-10-23,10:34,KDAUSDT,SELL,7
2025-10-23,10:35,RECALLUSDT,SELL,8
2025-10-23,10:37,EPTUSDT,BUY,11
2025-10-23,10:41,XPINUSDT,BUY,11
2025-10-23,10:42,METUSDT,SELL,13
2025-10-23,10:47,BLUAIUSDT,SELL,7
2025-10-23,10:48,KDAUSDT,SELL,8
2025-10-23,10:48,BLUAIUSDT,SELL,14
2025-10-23,10:48,XPINUSDT,SELL,8
2025-10-23,10:50,LABUSDT,BUY,7
2025-10-23,10:51,BASUSDT,SELL,7
2025-10-23,10:56,RIVERUSDT,BUY,8
2025-10-23,10:56,XPINUSDT,SELL,22
2025-10-23,10:59,EPTUSDT,SELL,7
2025-10-23,11:01,RIVERUSDT,BUY,26
2025-10-23,11:02,RIVERUSDT,BUY,21
2025-10-23,11:03,EPTUSDT,SELL,7
2025-10-23,11:12,LABUSDT,SELL,14
2025-10-23,11:12,BROCCOLIF3BUSDT,SELL,7
2025-10-23,11:13,LABUSDT,SELL,12
2025-10-23,11:15,AIAUSDT,BUY,11
2025-10-23,11:21,RVVUSDT,BUY,7
2025-10-23,11:22,XPINUSDT,BUY,13
2025-10-23,11:22,EPTUSDT,BUY,12
2025-10-23,11:24,XPINUSDT,BUY,16
2025-10-23,11:27,XPINUSDT,SELL,9
2025-10-23,11:31,XPINUSDT,BUY,24
2025-10-23,11:40,YBUSDT,SELL,7
2025-10-23,11:44,METUSDT,SELL,10
2025-10-23,11:47,LABUSDT,SELL,9
2025-10-23,11:47,XPINUSDT,SELL,16
2025-10-23,11:48,LABUSDT,SELL,11
2025-10-23,11:51,RIVERUSDT,BUY,11
2025-10-23,11:57,LABUSDT,SELL,8
2025-10-23,11:57,RIVERUSDT,BUY,16
2025-10-23,11:58,RIVERUSDT,BUY,14
2025-10-23,11:58,LABUSDT,SELL,7
2025-10-23,11:59,BLUAIUSDT,SELL,13
2025-10-23,12:00,EVAAUSDT,SELL,12
2025-10-23,12:02,COAIUSDT,BUY,24
2025-10-23,12:03,EPTUSDT,SELL,10
2025-10-23,12:04,EVAAUSDT,SELL,9
2025-10-23,12:05,EVAAUSDT,SELL,7
2025-10-23,12:06,LABUSDT,SELL,7
2025-10-23,12:09,EVAAUSDT,SELL,7
2025-10-23,12:12,COAIUSDT,BUY,13
2025-10-23,12:12,XPINUSDT,BUY,11
2025-10-23,12:16,ETHUSDT,SELL,9
2025-10-23,12:16,BNBUSDT,SELL,7
2025-10-23,12:16,XPINUSDT,BUY,8
2025-10-23,12:19,RIVERUSDT,SELL,11
2025-10-23,12:21,EPTUSDT,SELL,7
2025-10-23,12:22,币安人生USDT,SELL,10
2025-10-23,12:22,TRUTHUSDT,SELL,14
2025-10-23,12:23,币安人生USDT,SELL,11
2025-10-23,12:23,TAOUSDT,SELL,7
2025-10-23,12:24,RIVERUSDT,SELL,9
2025-10-23,12:26,XPINUSDT,BUY,10
2025-10-23,12:29,BASUSDT,BUY,8
2025-10-23,12:30,METUSDT,BUY,8
2025-10-23,12:30,RVVUSDT,SELL,12
2025-10-23,12:31,EVAAUSDT,SELL,11
2025-10-23,12:32,BASUSDT,SELL,14
2025-10-23,12:32,RVVUSDT,SELL,13
2025-10-23,12:32,RIVERUSDT,SELL,15
2025-10-23,12:33,FUSDT,BUY,8
2025-10-23,12:34,FUSDT,BUY,8
2025-10-23,12:35,AIAUSDT,SELL,9
2025-10-23,12:35,BTCUSDT,SELL,7
2025-10-23,12:36,币安人生USDT,SELL,12
2025-10-23,12:37,币安人生USDT,SELL,8
2025-10-23,12:37,XPINUSDT,BUY,8
2025-10-23,12:39,AIAUSDT,SELL,11
2025-10-23,12:39,RIVERUSDT,SELL,13
2025-10-23,12:39,AKEUSDT,SELL,9
2025-10-23,12:40,RIVERUSDT,SELL,8
2025-10-23,12:40,XPINUSDT,SELL,14
2025-10-23,12:41,AIAUSDT,SELL,19
2025-10-23,12:43,RIVERUSDT,SELL,7
2025-10-23,12:44,RIVERUSDT,SELL,17
2025-10-23,12:44,ZECUSDT,SELL,8
2025-10-23,12:51,ZECUSDT,SELL,8
2025-10-23,12:51,ETHUSDT,SELL,7
2025-10-23,12:52,RIVERUSDT,BUY,11
2025-10-23,12:56,RIVERUSDT,BUY,7
2025-10-23,12:56,币安人生USDT,SELL,9
2025-10-23,12:57,RIVERUSDT,BUY,8
2025-10-23,12:58,RIVERUSDT,BUY,14
2025-10-23,13:00,RIVERUSDT,BUY,11
2025-10-23,13:00,DOGSUSDT,SELL,12
2025-10-23,13:01,XPINUSDT,BUY,13
2025-10-23,13:01,KDAUSDT,SELL,8
2025-10-23,13:01,ETHUSDT,SELL,10
2025-10-23,13:02,BTCUSDT,SELL,22
2025-10-23,13:02,ETHUSDT,SELL,17
2025-10-23,13:02,ADAUSDT,SELL,7
2025-10-23,13:02,BNBUSDT,SELL,10
2025-10-23,13:02,1000PEPEUSDT,SELL,7
2025-10-23,13:02,XRPUSDT,SELL,7
2025-10-23,13:02,DOGEUSDT,SELL,9
2025-10-23,13:03,DOGEUSDT,SELL,8
2025-10-23,13:03,XPINUSDT,BUY,7
2025-10-23,13:03,SOLUSDT,SELL,7
2025-10-23,13:03,ETHUSDT,SELL,8
2025-10-23,13:04,BTCUSDT,SELL,15
2025-10-23,13:04,XRPUSDT,SELL,12
2025-10-23,13:04,BNBUSDT,SELL,13
2025-10-23,13:04,币安人生USDT,SELL,7
2025-10-23,13:05,币安人生USDT,SELL,14
2025-10-23,13:07,ASTERUSDT,SELL,7
2025-10-23,13:09,RIVERUSDT,SELL,7
2025-10-23,13:10,RIVERUSDT,BUY,9
2025-10-23,13:16,RIVERUSDT,SELL,10
2025-10-23,13:21,AVNTUSDT,BUY,8
2025-10-23,13:26,EVAAUSDT,BUY,10
2025-10-23,13:29,UBUSDT,SELL,7
2025-10-23,13:32,币安人生USDT,SELL,12
2025-10-23,13:38,METUSDT,SELL,12
2025-10-23,13:39,METUSDT,SELL,15
2025-10-23,13:40,KDAUSDT,SELL,9
2025-10-23,13:40,AIAUSDT,SELL,12
2025-10-23,13:41,KDAUSDT,SELL,9
2025-10-23,13:41,AIAUSDT,SELL,15
2025-10-23,13:41,METUSDT,SELL,14
2025-10-23,13:42,COAIUSDT,BUY,15
2025-10-23,13:43,COAIUSDT,BUY,7
2025-10-23,13:44,RVVUSDT,SELL,10
2025-10-23,13:45,AIAUSDT,SELL,7
2025-10-23,13:46,4USDT,SELL,7
2025-10-23,13:54,EVAAUSDT,SELL,7
2025-10-23,13:59,HYPEUSDT,BUY,7
2025-10-23,13:59,METUSDT,BUY,11
2025-10-23,13:59,BASUSDT,BUY,7
2025-10-23,14:01,METUSDT,SELL,22
2025-10-23,14:02,LABUSDT,SELL,8
2025-10-23,14:02,4USDT,SELL,11
2025-10-23,14:03,BELUSDT,BUY,9
2025-10-23,14:03,EVAAUSDT,SELL,9
2025-10-23,14:06,YBUSDT,BUY,7
2025-10-23,14:07,BLUAIUSDT,SELL,8
2025-10-23,14:08,METUSDT,SELL,12
2025-10-23,14:11,METUSDT,SELL,11
2025-10-23,14:12,WALUSDT,BUY,9
2025-10-23,14:12,AIAUSDT,SELL,8
2025-10-23,14:12,YBUSDT,BUY,8
2025-10-23,14:13,METUSDT,SELL,11
2025-10-23,14:14,METUSDT,SELL,8
2025-10-23,14:15,METUSDT,SELL,13
2025-10-23,14:15,SOLUSDT,BUY,8
2025-10-23,14:16,XPINUSDT,SELL,8
2025-10-23,14:16,METUSDT,SELL,8
2025-10-23,14:22,XPINUSDT,SELL,31
2025-10-23,14:23,METUSDT,BUY,7
2025-10-23,14:24,RIVERUSDT,SELL,8
2025-10-23,14:25,XPINUSDT,BUY,17
2025-10-23,14:26,SOLUSDT,BUY,7
2025-10-23,14:29,METUSDT,BUY,7
2025-10-23,14:31,4USDT,SELL,8
2025-10-23,14:31,RIVERUSDT,SELL,9
2025-10-23,14:32,SOLUSDT,BUY,9
2025-10-23,14:34,SOLUSDC,BUY,9
2025-10-23,14:34,DOGEUSDT,BUY,7
2025-10-23,14:34,XPINUSDT,BUY,15
2025-10-23,14:34,SOLUSDT,BUY,18
2025-10-23,14:39,BTCUSDT,BUY,9
2025-10-23,14:39,EVAAUSDT,BUY,11
2025-10-23,14:39,HYPEUSDT,BUY,7
2025-10-23,14:41,BELUSDT,SELL,7
2025-10-23,14:41,ETHUSDT,SELL,9
2025-10-23,14:41,RECALLUSDT,SELL,8
2025-10-23,14:42,ETHUSDT,SELL,10
2025-10-23,14:42,SOLUSDT,SELL,7
2025-10-23,14:44,METUSDT,SELL,8
2025-10-23,14:47,XPINUSDT,BUY,15
2025-10-23,14:48,UBUSDT,BUY,8
2025-10-23,14:48,XPINUSDT,BUY,9
2025-10-23,14:48,AIAUSDT,SELL,12
2025-10-23,14:48,AIOTUSDT,SELL,7
2025-10-23,14:49,EVAAUSDT,BUY,8
2025-10-23,14:51,RIVERUSDT,BUY,8
2025-10-23,14:59,XPINUSDT,BUY,8
2025-10-23,15:00,XPINUSDT,BUY,20
2025-10-23,15:00,YBUSDT,BUY,11
2025-10-23,15:01,4USDT,SELL,7
2025-10-23,15:02,4USDT,SELL,9
2025-10-23,15:02,LIGHTUSDT,BUY,7
2025-10-23,15:03,UBUSDT,SELL,9
2025-10-23,15:05,BNBUSDT,SELL,8
2025-10-23,15:06,BNBUSDT,SELL,11
2025-10-23,15:07,BTCUSDT,SELL,10
2025-10-23,15:07,ETHUSDT,SELL,16
2025-10-23,15:07,BNBUSDT,SELL,15
2025-10-23,15:07,SOLUSDT,SELL,8
2025-10-23,15:10,OMUSDT,BUY,7
2025-10-23,15:11,ETHUSDT,SELL,7
2025-10-23,15:11,4USDT,SELL,8
2025-10-23,15:13,币安人生USDT,SELL,20
2025-10-23,15:13,XPINUSDT,BUY,9
2025-10-23,15:13,GIGGLEUSDT,SELL,7
2025-10-23,15:14,ETHUSDC,SELL,7
2025-10-23,15:14,BTCUSDT,SELL,13
2025-10-23,15:14,ETHUSDT,SELL,17
2025-10-23,15:14,SOLUSDT,SELL,10
2025-10-23,15:14,4USDT,SELL,10
2025-10-23,15:18,FUSDT,SELL,11
2025-10-23,15:19,ASTERUSDT,SELL,7
2025-10-23,15:19,TAUSDT,SELL,7
2025-10-23,15:19,ETHUSDT,SELL,8
2025-10-23,15:24,BASUSDT,SELL,8
2025-10-23,15:27,XPINUSDT,SELL,17
2025-10-23,15:27,YBUSDT,SELL,11
2025-10-23,15:27,COAIUSDT,SELL,10
2025-10-23,15:29,COAIUSDT,SELL,10
2025-10-23,15:34,ETHUSDT,BUY,9
2025-10-23,15:35,SOLUSDT,BUY,8
2025-10-23,15:35,XPINUSDT,BUY,15
2025-10-23,15:35,ETHUSDT,BUY,9
2025-10-23,15:35,BTCUSDT,BUY,7
2025-10-23,15:36,COAIUSDT,BUY,19
2025-10-23,15:37,UBUSDT,SELL,11
2025-10-23,15:42,EVAAUSDT,BUY,11
2025-10-23,15:46,COAIUSDT,SELL,7
2025-10-23,15:50,XPINUSDT,SELL,9
2025-10-23,15:55,币安人生USDT,SELL,12
2025-10-23,15:57,METUSDT,SELL,8
2025-10-23,15:57,PIPPINUSDT,BUY,7
2025-10-23,16:00,CUDISUSDT,BUY,7
2025-10-23,16:00,COAIUSDT,SELL,11
2025-10-23,16:01,EVAAUSDT,SELL,8
2025-10-23,16:01,RVVUSDT,SELL,7
2025-10-23,16:02,GIGGLEUSDT,SELL,8
2025-10-23,16:02,KDAUSDT,BUY,10
2025-10-23,16:02,PIPPINUSDT,BUY,11
2025-10-23,16:03,GIGGLEUSDT,SELL,9
2025-10-23,16:04,KDAUSDT,BUY,13
2025-10-23,16:04,币安人生USDT,SELL,19
2025-10-23,16:09,ETHUSDC,BUY,9
2025-10-23,16:09,ASTERUSDT,BUY,12
2025-10-23,16:09,BNBUSDC,BUY,9
2025-10-23,16:09,XRPUSDT,BUY,7
2025-10-23,16:10,XRPUSDT,BUY,10
2025-10-23,16:10,BNBUSDT,BUY,19
2025-10-23,16:10,BNBUSDC,BUY,8
2025-10-23,16:10,SOLUSDT,BUY,8
2025-10-23,16:12,币安人生USDT,BUY,9
2025-10-23,16:12,PIPPINUSDT,BUY,10
2025-10-23,16:12,KDAUSDT,SELL,7
2025-10-23,16:12,METUSDT,SELL,8
2025-10-23,16:13,METUSDT,SELL,8
2025-10-23,16:14,RIVERUSDT,SELL,13
2025-10-23,16:14,4USDT,BUY,12
2025-10-23,16:15,ASTERUSDT,BUY,8
2025-10-23,16:16,METUSDT,SELL,11
2025-10-23,16:18,BNBUSDT,SELL,10
2025-10-23,16:18,4USDT,SELL,10
2025-10-23,16:18,ETHUSDT,SELL,7
2025-10-23,16:20,BNBUSDT,SELL,8
2025-10-23,16:20,RIVERUSDT,SELL,13
2025-10-23,16:20,币安人生USDT,SELL,13
2025-10-23,16:21,ASTERUSDT,SELL,7
2025-10-23,16:22,4USDT,BUY,7
2025-10-23,16:27,RIVERUSDT,SELL,10
2025-10-23,16:29,ASTERUSDT,BUY,9
2025-10-23,16:30,币安人生USDT,BUY,8
2025-10-23,16:31,EVAAUSDT,BUY,7
2025-10-23,16:32,BNBUSDT,BUY,16
2025-10-23,16:32,ETHUSDT,BUY,7
2025-10-23,16:33,ETHUSDT,BUY,9
2025-10-23,16:33,BNBUSDT,BUY,16
2025-10-23,16:33,ZECUSDT,BUY,8
2025-10-23,16:34,BNBUSDT,BUY,10
2025-10-23,16:38,XPINUSDT,BUY,8
2025-10-23,16:38,RIVERUSDT,BUY,8
2025-10-23,16:39,RIVERUSDT,BUY,7
2025-10-23,16:40,XPINUSDT,BUY,8
2025-10-23,16:43,BNBUSDT,SELL,8
2025-10-23,16:44,BNBUSDT,SELL,12
2025-10-23,16:44,PIPPINUSDT,SELL,7
2025-10-23,16:45,YBUSDT,SELL,7
2025-10-23,16:46,YBUSDT,SELL,9
2025-10-23,16:46,XPINUSDT,BUY,10
2025-10-23,16:47,币安人生USDT,SELL,12
2025-10-23,16:47,PIPPINUSDT,BUY,16
2025-10-23,16:50,RIVERUSDT,BUY,14
2025-10-23,16:51,XPINUSDT,BUY,11
2025-10-23,16:52,XPINUSDT,BUY,8
2025-10-23,16:52,BASUSDT,SELL,7
2025-10-23,16:52,RIVERUSDT,BUY,19
2025-10-23,16:52,COAIUSDT,BUY,9
2025-10-23,16:53,COAIUSDT,BUY,7
2025-10-23,16:53,XPINUSDT,BUY,16
2025-10-23,16:55,币安人生USDT,SELL,20
2025-10-23,16:55,PIPPINUSDT,SELL,8
2025-10-23,16:56,4USDT,SELL,7
2025-10-23,16:57,BNBUSDT,SELL,7
2025-10-23,16:58,RIVERUSDT,SELL,12
2025-10-23,16:59,XPINUSDT,BUY,21
2025-10-23,17:00,AVNTUSDT,SELL,10
2025-10-23,17:01,AVNTUSDT,SELL,7
2025-10-23,17:01,RIVERUSDT,SELL,9
2025-10-23,17:04,4USDT,BUY,12
2025-10-23,17:05,COAIUSDT,BUY,10
2025-10-23,17:10,UBUSDT,SELL,7
2025-10-23,17:14,XPINUSDT,BUY,7
2025-10-23,17:19,LABUSDT,BUY,8
2025-10-23,17:25,COAIUSDT,BUY,18
2025-10-23,17:25,RIVERUSDT,BUY,10
2025-10-23,17:27,XPINUSDT,BUY,9
2025-10-23,17:28,COAIUSDT,BUY,9
2025-10-23,17:28,WALUSDT,SELL,9
2025-10-23,17:29,币安人生USDT,SELL,7
2025-10-23,17:31,BLESSUSDT,SELL,7
2025-10-23,17:32,币安人生USDT,SELL,12
2025-10-23,17:35,COAIUSDT,BUY,7
2025-10-23,17:37,AIAUSDT,SELL,7
2025-10-23,17:37,METUSDT,SELL,9
2025-10-23,17:38,XPINUSDT,SELL,10
2025-10-23,17:39,XPINUSDT,SELL,8
2025-10-23,17:40,METUSDT,SELL,12
2025-10-23,17:44,PIPPINUSDT,SELL,8
2025-10-23,17:45,XPINUSDT,SELL,20
2025-10-23,17:46,ETHUSDT,BUY,7
2025-10-23,17:47,SYNUSDT,BUY,12
2025-10-23,17:48,SYNUSDT,BUY,13
2025-10-23,17:49,SYNUSDT,SELL,15
2025-10-23,17:49,EDUUSDT,SELL,8
2025-10-23,17:50,SYNUSDT,SELL,7
2025-10-23,17:51,XPINUSDT,BUY,7
2025-10-23,17:52,SOLUSDT,BUY,7
2025-10-23,17:52,ETHUSDT,BUY,7
2025-10-23,17:53,BTCUSDT,BUY,13
2025-10-23,17:54,FARTCOINUSDT,BUY,8
2025-10-23,17:54,ADAUSDT,BUY,10
2025-10-23,17:54,ETHUSDT,BUY,26
2025-10-23,17:54,XRPUSDT,BUY,9
2025-10-23,17:54,SOLUSDT,BUY,14
2025-10-23,17:54,BTCUSDT,BUY,22
2025-10-23,17:54,DOGEUSDT,BUY,13
2025-10-23,17:54,BTCUSDC,BUY,7
2025-10-23,17:54,1000PEPEUSDT,BUY,8
2025-10-23,17:54,ETHUSDC,BUY,13
2025-10-23,17:54,BNBUSDT,BUY,11
2025-10-23,17:56,XPINUSDT,SELL,22
2025-10-23,17:58,WLFIUSDT,SELL,8
2025-10-23,18:00,SYNUSDT,SELL,14
2025-10-23,18:00,WLFIUSDT,SELL,9
2025-10-23,18:02,RIVERUSDT,BUY,7
2025-10-23,18:04,EVAAUSDT,BUY,7
2025-10-23,18:07,XPINUSDT,BUY,14
2025-10-23,18:08,ETHUSDT,SELL,7
2025-10-23,18:08,BTCUSDT,SELL,9
2025-10-23,18:08,币安人生USDT,SELL,12
2025-10-23,18:12,XPINUSDT,BUY,11
2025-10-23,18:13,XPINUSDT,BUY,17
2025-10-23,18:20,TANSSIUSDT,BUY,8
2025-10-23,18:20,EVAAUSDT,BUY,7
2025-10-23,18:22,RIVERUSDT,BUY,7
2025-10-23,18:22,EVAAUSDT,BUY,13
2025-10-23,18:35,BTCUSDT,BUY,18
2025-10-23,18:35,ETHUSDT,BUY,15
2025-10-23,18:35,SOLUSDT,BUY,14
2025-10-23,18:35,ZECUSDT,BUY,11
2025-10-23,18:35,BTCUSDC,BUY,8
2025-10-23,18:35,XRPUSDT,BUY,8
2025-10-23,18:35,SUIUSDT,BUY,7
2025-10-23,18:38,BTCUSDT,BUY,11
2025-10-23,18:38,ZROUSDT,BUY,7
2025-10-23,18:38,ETHUSDT,BUY,7
2025-10-23,18:38,XPINUSDT,BUY,7
2025-10-23,18:38,ZECUSDT,BUY,8
2025-10-23,18:39,SOLUSDT,BUY,8
2025-10-23,18:43,PIPPINUSDT,BUY,9
2025-10-23,18:45,PIPPINUSDT,BUY,13
2025-10-23,18:47,FARTCOINUSDT,BUY,7
