date,time,pair,side,occurrences
2025-10-23,18:48,BTCUSDT,BUY,9
2025-10-23,18:49,PIPPINUSDT,SELL,7
2025-10-23,18:56,XPINUSDT,BUY,10
2025-10-23,18:56,COAIUSDT,SELL,14
2025-10-23,18:59,COAIUSDT,SELL,14
2025-10-23,19:01,LIGHTUSDT,BUY,14
2025-10-23,19:04,XPINUSDT,SELL,7
2025-10-23,19:05,COAIUSDT,BUY,7
2025-10-23,19:14,ETHUSDT,SELL,9
2025-10-23,19:14,BNBUSDT,SELL,8
2025-10-23,19:19,XPINUSDT,BUY,8
2025-10-23,19:22,XPINUSDT,BUY,8
2025-10-23,19:25,RIVERUSDT,BUY,11
2025-10-23,19:28,XPINUSDT,SELL,7
2025-10-23,19:31,币安人生USDT,SELL,7
2025-10-23,19:31,XPINUSDT,BUY,8
2025-10-23,19:35,LIGHTUSDT,SELL,10
2025-10-23,19:35,BNBUSDT,SELL,7
2025-10-23,19:46,BNBUSDT,SELL,9
2025-10-23,19:48,BNBUSDT,SELL,9
2025-10-23,19:48,BTCUSDT,SELL,8
2025-10-23,19:48,ETHUSDT,SELL,7
2025-10-23,19:51,BNBUSDT,SELL,7
2025-10-23,19:53,LIGHTUSDT,BUY,8
2025-10-23,19:53,XPINUSDT,BUY,7
2025-10-23,19:54,LIGHTUSDT,BUY,7
2025-10-23,19:56,BNBUSDT,SELL,8
2025-10-23,19:57,EVAAUSDT,SELL,7
2025-10-23,20:00,LIGHTUSDT,BUY,8
2025-10-23,20:02,ETHUSDT,SELL,7
2025-10-23,20:04,ETHUSDT,SELL,19
2025-10-23,20:04,SOLUSDT,SELL,7
2025-10-23,20:04,BNBUSDT,SELL,8
2025-10-23,20:20,PIPPINUSDT,BUY,10
2025-10-23,20:22,XPINUSDT,SELL,8
2025-10-23,20:23,LIGHTUSDT,BUY,7
2025-10-23,20:27,币安人生USDT,SELL,9
2025-10-23,20:28,PIPPINUSDT,SELL,8
2025-10-23,20:32,币安人生USDT,SELL,7
2025-10-23,20:48,PIPPINUSDT,SELL,7
2025-10-23,20:56,METUSDT,SELL,7
2025-10-23,20:57,4USDT,BUY,12
2025-10-23,20:59,4USDT,BUY,8
2025-10-23,20:59,AIAUSDT,SELL,16
2025-10-23,21:00,BTCUSDT,SELL,7
2025-10-23,21:01,XPINUSDT,SELL,7
2025-10-23,21:02,BTCUSDT,SELL,8
2025-10-23,21:04,4USDT,BUY,7
2025-10-23,21:06,AIAUSDT,SELL,8
2025-10-23,21:07,AIAUSDT,SELL,19
2025-10-23,21:12,SOLUSDT,SELL,9
2025-10-23,21:12,LIGHTUSDT,SELL,9
2025-10-23,21:13,ETHUSDT,SELL,8
2025-10-23,21:15,LIGHTUSDT,SELL,11
2025-10-23,21:18,YBUSDT,SELL,11
2025-10-23,21:25,BASUSDT,BUY,12
2025-10-23,21:25,币安人生USDT,SELL,20
2025-10-23,21:26,XPINUSDT,SELL,13
2025-10-23,21:27,XPINUSDT,SELL,7
2025-10-23,21:33,LIGHTUSDT,BUY,7
2025-10-23,21:47,BTCUSDT,SELL,7
2025-10-23,21:58,SUIUSDT,SELL,9
2025-10-23,21:58,ENAUSDT,SELL,8
2025-10-23,21:58,1000PEPEUSDT,SELL,12
2025-10-23,21:58,BTCUSDT,SELL,21
2025-10-23,21:58,DOGEUSDT,SELL,16
2025-10-23,21:58,LINKUSDT,SELL,11
2025-10-23,21:58,SOLUSDT,SELL,16
2025-10-23,21:58,ETHUSDT,SELL,20
2025-10-23,21:58,ETHFIUSDT,SELL,7
2025-10-23,21:58,DOTUSDT,SELL,9
2025-10-23,21:58,ADAUSDT,SELL,10
2025-10-23,21:58,XRPUSDT,SELL,14
2025-10-23,21:58,ARBUSDT,SELL,7
2025-10-23,21:58,LTCUSDT,SELL,7
2025-10-23,21:58,ZENUSDT,SELL,9
2025-10-23,21:58,FILUSDT,SELL,8
2025-10-23,21:58,PENGUUSDT,SELL,7
2025-10-23,21:58,ETHUSDC,SELL,7
2025-10-23,22:01,RIVERUSDT,BUY,8
2025-10-23,22:20,BASUSDT,BUY,11
2025-10-23,22:28,BASUSDT,SELL,7
2025-10-23,22:32,BASUSDT,SELL,10
2025-10-23,22:33,BASUSDT,SELL,18
2025-10-23,22:35,YBUSDT,SELL,7
2025-10-23,22:43,BTCUSDT,SELL,8
2025-10-23,22:46,BASUSDT,SELL,13
2025-10-23,22:57,BASUSDT,SELL,7
2025-10-23,23:06,METUSDT,SELL,8
2025-10-23,23:08,RVVUSDT,SELL,7
2025-10-23,23:09,BLESSUSDT,SELL,9
2025-10-23,23:12,币安人生USDT,BUY,11
2025-10-23,23:13,COAIUSDT,SELL,10
2025-10-23,23:16,4USDT,BUY,7
2025-10-23,23:24,COAIUSDT,SELL,10
2025-10-23,23:25,XPINUSDT,BUY,15
2025-10-23,23:28,EVAAUSDT,SELL,8
2025-10-23,23:30,SOLUSDT,BUY,7
2025-10-23,23:30,BTCUSDT,BUY,8
2025-10-23,23:30,4USDT,BUY,8
2025-10-23,23:33,4USDT,BUY,8
2025-10-23,23:40,4USDT,BUY,11
2025-10-23,23:41,4USDT,BUY,12
2025-10-24,00:10,币安人生USDT,BUY,8
2025-10-24,00:14,4USDT,SELL,10
2025-10-24,00:15,4USDT,SELL,8
2025-10-24,00:17,EVAAUSDT,BUY,15
2025-10-24,00:24,4USDT,BUY,7
2025-10-24,00:28,COAIUSDT,SELL,16
2025-10-24,00:30,4USDT,BUY,8
2025-10-24,00:32,COAIUSDT,SELL,14
2025-10-24,00:33,COAIUSDT,SELL,8
2025-10-24,00:34,COAIUSDT,SELL,12
2025-10-24,00:38,COAIUSDT,SELL,8
2025-10-24,00:41,COAIUSDT,SELL,13
2025-10-24,00:42,COAIUSDT,SELL,8
2025-10-24,00:47,COAIUSDT,SELL,12
2025-10-24,00:48,COAIUSDT,SELL,12
2025-10-24,00:49,COAIUSDT,SELL,10
2025-10-24,00:55,RIVERUSDT,BUY,18
2025-10-24,00:56,DEGOUSDT,BUY,9
2025-10-24,00:56,RIVERUSDT,BUY,8
2025-10-24,00:56,XPINUSDT,BUY,11
2025-10-24,00:56,RVVUSDT,BUY,9
2025-10-24,00:58,RIVERUSDT,BUY,10
2025-10-24,00:59,COAIUSDT,BUY,10
2025-10-24,00:59,RIVERUSDT,BUY,11
2025-10-24,01:00,EVAAUSDT,BUY,10
2025-10-24,01:04,COAIUSDT,BUY,10
2025-10-24,01:04,BLUAIUSDT,BUY,7
2025-10-24,01:05,COAIUSDT,BUY,14
2025-10-24,01:06,XPINUSDT,SELL,10
2025-10-24,01:08,BLUAIUSDT,BUY,7
2025-10-24,01:11,KDAUSDT,SELL,8
2025-10-24,01:13,RVVUSDT,SELL,7
2025-10-24,01:13,ASTERUSDT,BUY,8
2025-10-24,01:16,4USDT,SELL,9
2025-10-24,01:23,4USDT,SELL,8
2025-10-24,01:31,币安人生USDT,SELL,8
2025-10-24,01:33,FARTCOINUSDT,BUY,7
2025-10-24,01:39,SOLUSDT,BUY,7
2025-10-24,01:41,4USDT,BUY,10
2025-10-24,01:42,ASTERUSDT,BUY,7
2025-10-24,01:43,DEGOUSDT,SELL,12
2025-10-24,01:46,RIVERUSDT,BUY,8
2025-10-24,01:47,ASTERUSDT,BUY,7
2025-10-24,01:50,BTCUSDT,BUY,7
2025-10-24,01:51,ZECUSDT,BUY,11
2025-10-24,01:53,ZECUSDT,BUY,7
2025-10-24,02:03,4USDT,BUY,8
2025-10-24,02:04,HUSDT,BUY,7
2025-10-24,02:07,4USDT,BUY,7
2025-10-24,02:08,4USDT,BUY,7
2025-10-24,02:08,COAIUSDT,BUY,8
2025-10-24,02:09,4USDT,BUY,8
2025-10-24,02:30,4USDT,SELL,7
2025-10-24,02:35,4USDT,SELL,7
2025-10-24,02:36,AIAUSDT,SELL,7
2025-10-24,02:37,FUSDT,BUY,9
2025-10-24,02:39,FUSDT,BUY,7
2025-10-24,02:43,FUSDT,BUY,9
2025-10-24,02:45,AIAUSDT,SELL,7
2025-10-24,02:52,FUSDT,BUY,8
2025-10-24,02:55,FUSDT,BUY,15
2025-10-24,03:15,EVAAUSDT,BUY,8
2025-10-24,03:15,LIGHTUSDT,SELL,8
2025-10-24,03:22,ASTERUSDT,SELL,8
2025-10-24,03:24,METUSDT,BUY,8
2025-10-24,03:25,币安人生USDT,SELL,7
2025-10-24,03:26,DOODUSDT,BUY,7
2025-10-24,03:32,XPINUSDT,BUY,8
2025-10-24,03:35,EPTUSDT,BUY,9
2025-10-24,03:35,METUSDT,BUY,9
2025-10-24,03:35,XPINUSDT,SELL,7
2025-10-24,03:42,BASUSDT,SELL,11
2025-10-24,03:42,SOLUSDT,BUY,9
2025-10-24,03:44,DEGOUSDT,SELL,10
2025-10-24,03:45,FUSDT,BUY,7
2025-10-24,03:46,COAIUSDT,SELL,7
2025-10-24,03:49,DEGOUSDT,SELL,14
2025-10-24,03:53,4USDT,SELL,8
2025-10-24,03:56,DEGOUSDT,BUY,9
2025-10-24,03:57,LYNUSDT,SELL,7
2025-10-24,04:01,TACUSDT,BUY,7
2025-10-24,04:01,4USDT,SELL,9
2025-10-24,04:02,4USDT,SELL,10
2025-10-24,04:03,ZBTUSDT,SELL,7
2025-10-24,04:03,4USDT,SELL,8
2025-10-24,04:04,4USDT,SELL,23
2025-10-24,04:04,ASTERUSDT,SELL,8
2025-10-24,04:05,FUSDT,BUY,17
2025-10-24,04:11,EVAAUSDT,SELL,7
2025-10-24,04:12,BASUSDT,SELL,8
2025-10-24,04:15,BLUAIUSDT,SELL,7
2025-10-24,04:16,EVAAUSDT,SELL,18
2025-10-24,04:18,COAIUSDT,BUY,13
2025-10-24,04:22,币安人生USDT,BUY,7
2025-10-24,04:23,币安人生USDT,BUY,11
2025-10-24,04:27,COAIUSDT,BUY,8
2025-10-24,04:28,COAIUSDT,BUY,14
2025-10-24,04:32,RVVUSDT,SELL,9
2025-10-24,04:32,AKEUSDT,SELL,9
2025-10-24,04:33,COAIUSDT,BUY,7
2025-10-24,04:35,XPINUSDT,SELL,7
2025-10-24,04:36,EVAAUSDT,BUY,7
2025-10-24,04:42,UBUSDT,BUY,8
2025-10-24,04:43,FUSDT,BUY,13
2025-10-24,04:44,FUSDT,BUY,15
2025-10-24,05:00,XPINUSDT,SELL,8
2025-10-24,05:01,FUSDT,BUY,11
2025-10-24,05:06,COAIUSDT,BUY,9
2025-10-24,05:07,RIVERUSDT,BUY,7
2025-10-24,05:13,EVAAUSDT,BUY,7
2025-10-24,05:23,SOLUSDT,BUY,8
2025-10-24,05:23,ETHUSDT,BUY,8
2025-10-24,05:26,BTCUSDT,BUY,9
2025-10-24,05:26,ETHUSDT,BUY,7
2025-10-24,05:27,UBUSDT,SELL,7
2025-10-24,05:30,PROVEUSDT,BUY,7
2025-10-24,05:31,DEGOUSDT,SELL,10
2025-10-24,05:31,COAIUSDT,BUY,11
2025-10-24,05:31,EVAAUSDT,BUY,13
2025-10-24,05:31,ETHUSDT,BUY,12
2025-10-24,05:31,BTCUSDT,BUY,10
2025-10-24,05:32,COAIUSDT,BUY,11
2025-10-24,05:33,XRPUSDT,BUY,12
2025-10-24,05:33,ETHUSDT,BUY,18
2025-10-24,05:33,BTCUSDT,BUY,18
2025-10-24,05:33,ETHUSDC,BUY,8
2025-10-24,05:33,DOGEUSDT,BUY,7
2025-10-24,05:33,1000PEPEUSDT,BUY,8
2025-10-24,05:34,RVVUSDT,BUY,10
2025-10-24,05:34,BTCUSDT,BUY,8
2025-10-24,05:34,BNBUSDT,BUY,9
2025-10-24,05:34,SOLUSDT,BUY,8
2025-10-24,05:34,ETHUSDT,BUY,9
2025-10-24,05:34,COAIUSDT,BUY,10
2025-10-24,05:35,ZECUSDT,BUY,10
2025-10-24,05:40,FUSDT,BUY,8
2025-10-24,05:42,FUSDT,BUY,14
2025-10-24,05:43,FUSDT,BUY,12
2025-10-24,05:46,ETHUSDT,BUY,9
2025-10-24,05:46,COAIUSDT,BUY,9
2025-10-24,05:49,EVAAUSDT,BUY,19
2025-10-24,05:50,XPINUSDT,SELL,16
2025-10-24,05:51,COAIUSDT,BUY,7
2025-10-24,05:52,ZECUSDT,BUY,9
2025-10-24,05:54,ETHUSDT,BUY,7
2025-10-24,05:57,COAIUSDT,BUY,8
2025-10-24,06:07,COAIUSDT,BUY,18
2025-10-24,06:07,BLESSUSDT,BUY,14
2025-10-24,06:07,RIVERUSDT,BUY,8
2025-10-24,06:08,COAIUSDT,BUY,8
2025-10-24,06:08,RIVERUSDT,BUY,8
2025-10-24,06:09,XPINUSDT,BUY,8
2025-10-24,06:09,COAIUSDT,BUY,8
2025-10-24,06:15,BLESSUSDT,BUY,7
2025-10-24,06:38,COAIUSDT,BUY,14
2025-10-24,06:40,COAIUSDT,BUY,7
2025-10-24,06:40,HANAUSDT,SELL,8
2025-10-24,06:42,EPTUSDT,SELL,10
2025-10-24,06:42,COAIUSDT,BUY,12
2025-10-24,06:49,ETHUSDT,BUY,12
2025-10-24,06:51,FUSDT,SELL,11
2025-10-24,06:51,COAIUSDT,BUY,13
2025-10-24,06:59,4USDT,SELL,12
2025-10-24,07:02,4USDT,SELL,15
2025-10-24,07:03,PAXGUSDT,SELL,8
2025-10-24,07:03,RVVUSDT,SELL,7
2025-10-24,07:03,4USDT,SELL,9
2025-10-24,07:04,RVVUSDT,SELL,10
2025-10-24,07:05,4USDT,SELL,9
2025-10-24,07:05,XPINUSDT,SELL,11
2025-10-24,07:06,XPINUSDT,SELL,12
2025-10-24,07:07,XPINUSDT,SELL,11
2025-10-24,07:08,EPTUSDT,SELL,11
2025-10-24,07:10,BELUSDT,BUY,8
2025-10-24,07:15,PROVEUSDT,BUY,7
2025-10-24,07:16,FUSDT,SELL,9
2025-10-24,07:18,EPTUSDT,SELL,13
2025-10-24,07:20,COAIUSDT,BUY,9
2025-10-24,07:25,4USDT,BUY,7
2025-10-24,07:25,COAIUSDT,SELL,11
2025-10-24,07:26,FUSDT,SELL,13
2025-10-24,07:30,COAIUSDT,BUY,8
2025-10-24,07:32,ORDERUSDT,SELL,10
2025-10-24,07:35,EVAAUSDT,SELL,7
2025-10-24,07:38,XPINUSDT,BUY,10
2025-10-24,07:38,币安人生USDT,SELL,9
2025-10-24,07:39,XPINUSDT,BUY,8
2025-10-24,07:42,4USDT,SELL,7
2025-10-24,07:45,AIAUSDT,SELL,10
2025-10-24,07:46,BLESSUSDT,SELL,15
2025-10-24,07:49,BLESSUSDT,SELL,13
2025-10-24,07:49,AVNTUSDT,BUY,14
2025-10-24,07:58,COAIUSDT,BUY,9
2025-10-24,08:00,XPINUSDT,BUY,15
2025-10-24,08:07,XPINUSDT,SELL,7
2025-10-24,08:08,ORDERUSDT,BUY,8
2025-10-24,08:13,BANKUSDT,SELL,9
2025-10-24,08:14,ORDERUSDT,SELL,7
2025-10-24,08:15,BANKUSDT,SELL,17
2025-10-24,08:17,BANKUSDT,SELL,7
2025-10-24,08:19,BANKUSDT,SELL,7
2025-10-24,08:22,BASUSDT,SELL,10
2025-10-24,08:25,METUSDT,SELL,8
2025-10-24,08:37,ETHUSDT,SELL,8
2025-10-24,08:38,PIPPINUSDT,BUY,9
2025-10-24,08:44,BTCUSDT,SELL,10
2025-10-24,08:44,ASTERUSDT,SELL,7
2025-10-24,08:45,ETHUSDT,SELL,19
2025-10-24,08:45,BTCUSDT,SELL,12
2025-10-24,08:45,DOGEUSDT,SELL,10
2025-10-24,08:45,SOLUSDT,SELL,10
2025-10-24,08:45,BNBUSDT,SELL,11
2025-10-24,08:53,PIPPINUSDT,BUY,9
2025-10-24,08:55,DEGOUSDT,SELL,10
2025-10-24,08:58,XPINUSDT,BUY,8
2025-10-24,08:59,DEGOUSDT,SELL,10
2025-10-24,09:01,XPINUSDT,BUY,8
2025-10-24,09:01,PIPPINUSDT,BUY,9
2025-10-24,09:01,FUSDT,BUY,7
2025-10-24,09:02,XPINUSDT,BUY,7
2025-10-24,09:02,BASUSDT,BUY,7
2025-10-24,09:04,ETHUSDT,SELL,7
2025-10-24,09:08,BANKUSDT,SELL,12
2025-10-24,09:10,LIGHTUSDT,BUY,7
2025-10-24,09:11,LIGHTUSDT,BUY,9
2025-10-24,09:15,EVAAUSDT,SELL,9
2025-10-24,09:19,BASUSDT,SELL,21
2025-10-24,09:21,ORDERUSDT,SELL,8
2025-10-24,09:22,RVVUSDT,SELL,8
2025-10-24,09:26,AIAUSDT,SELL,7
2025-10-24,09:28,XPINUSDT,BUY,8
2025-10-24,09:34,PIPPINUSDT,BUY,10
2025-10-24,09:35,NAORISUSDT,SELL,9
2025-10-24,09:37,NAORISUSDT,SELL,7
2025-10-24,09:37,XPINUSDT,SELL,8
2025-10-24,09:42,BDXNUSDT,SELL,7
2025-10-24,09:43,XRPUSDT,BUY,7
2025-10-24,09:45,CATIUSDT,BUY,7
2025-10-24,09:48,4USDT,SELL,7
2025-10-24,09:48,LIGHTUSDT,SELL,7
2025-10-24,09:49,LIGHTUSDT,SELL,12
2025-10-24,09:52,KDAUSDT,SELL,8
2025-10-24,09:55,4USDT,SELL,9
2025-10-24,09:56,4USDT,SELL,8
2025-10-24,09:57,XPINUSDT,SELL,13
2025-10-24,09:58,AIAUSDT,SELL,11
2025-10-24,09:59,VIRTUALUSDT,BUY,7
2025-10-24,09:59,ORDERUSDT,SELL,8
2025-10-24,10:01,ORDERUSDT,SELL,7
2025-10-24,10:03,ORDERUSDT,SELL,7
2025-10-24,10:04,CLOUSDT,SELL,8
2025-10-24,10:05,XPINUSDT,SELL,8
2025-10-24,10:06,COAIUSDT,BUY,10
2025-10-24,10:06,ARCUSDT,SELL,7
2025-10-24,10:12,KDAUSDT,SELL,7
2025-10-24,10:16,UBUSDT,BUY,7
2025-10-24,10:19,BLESSUSDT,BUY,7
2025-10-24,10:32,FUSDT,BUY,9
2025-10-24,10:33,CLOUSDT,SELL,16
2025-10-24,10:33,XPINUSDT,SELL,7
2025-10-24,10:33,FUSDT,BUY,7
2025-10-24,10:43,EVAAUSDT,SELL,9
2025-10-24,10:44,币安人生USDT,SELL,9
2025-10-24,10:51,XPINUSDT,SELL,16
2025-10-24,10:52,KDAUSDT,SELL,11
2025-10-24,10:55,4USDT,SELL,11
2025-10-24,10:58,FUSDT,BUY,7
2025-10-24,11:00,FUSDT,BUY,10
2025-10-24,11:02,FUSDT,BUY,16
2025-10-24,11:03,RIVERUSDT,BUY,7
2025-10-24,11:03,FUSDT,BUY,7
2025-10-24,11:03,ENAUSDT,BUY,7
2025-10-24,11:05,FUSDT,BUY,15
2025-10-24,11:07,CLOUSDT,SELL,12
2025-10-24,11:08,PIPPINUSDT,SELL,10
2025-10-24,11:12,RVVUSDT,SELL,16
2025-10-24,11:21,CLOUSDT,SELL,11
2025-10-24,11:22,YBUSDT,SELL,10
2025-10-24,11:24,4USDT,SELL,14
2025-10-24,11:28,4USDT,SELL,12
2025-10-24,11:28,HUSDT,BUY,8
2025-10-24,11:31,XPINUSDT,SELL,8
2025-10-24,11:31,CLOUSDT,SELL,7
2025-10-24,11:32,FUSDT,BUY,13
2025-10-24,11:33,BLESSUSDT,SELL,7
2025-10-24,11:41,BLESSUSDT,SELL,8
2025-10-24,11:41,CLOUSDT,SELL,8
2025-10-24,11:41,EVAAUSDT,SELL,12
2025-10-24,11:43,CLOUSDT,SELL,7
2025-10-24,11:45,LIGHTUSDT,BUY,7
2025-10-24,11:46,FUSDT,BUY,8
2025-10-24,11:46,COAIUSDT,BUY,8
2025-10-24,11:50,TRUTHUSDT,SELL,8
2025-10-24,11:52,FUSDT,BUY,10
2025-10-24,11:53,FUSDT,BUY,11
2025-10-24,11:53,BLESSUSDT,SELL,9
2025-10-24,11:55,FUSDT,BUY,9
2025-10-24,12:01,BLESSUSDT,SELL,9
2025-10-24,12:03,币安人生USDT,SELL,8
2025-10-24,12:06,LABUSDT,SELL,7
2025-10-24,12:09,FUSDT,SELL,15
2025-10-24,12:10,币安人生USDT,SELL,12
2025-10-24,12:11,RIVERUSDT,SELL,8
2025-10-24,12:13,RIVERUSDT,BUY,7
2025-10-24,12:15,RIVERUSDT,BUY,8
2025-10-24,12:21,AIAUSDT,SELL,8
2025-10-24,12:22,TAGUSDT,SELL,7
2025-10-24,12:22,RECALLUSDT,SELL,8
2025-10-24,12:23,4USDT,SELL,10
2025-10-24,12:31,BTCUSDT,SELL,14
2025-10-24,12:31,ASTERUSDT,SELL,7
2025-10-24,12:33,SNXUSDT,SELL,7
2025-10-24,12:33,ASTERUSDT,SELL,14
2025-10-24,12:33,SOLUSDT,SELL,18
2025-10-24,12:33,XRPUSDT,SELL,7
2025-10-24,12:33,ETHUSDT,SELL,22
2025-10-24,12:33,BTCUSDT,SELL,15
2025-10-24,12:33,BNBUSDT,SELL,13
2025-10-24,12:42,FUSDT,BUY,8
2025-10-24,12:45,PIPPINUSDT,BUY,11
2025-10-24,12:46,HUSDT,BUY,8
2025-10-24,12:48,HUSDT,BUY,10
2025-10-24,12:55,HUSDT,BUY,8
2025-10-24,13:01,PIPPINUSDT,BUY,12
2025-10-24,13:01,FUSDT,BUY,7
2025-10-24,13:02,EVAAUSDT,SELL,8
2025-10-24,13:02,FUSDT,BUY,16
2025-10-24,13:07,BELUSDT,BUY,17
2025-10-24,13:08,FUSDT,SELL,8
2025-10-24,13:11,PIPPINUSDT,BUY,9
2025-10-24,13:16,4USDT,SELL,8
2025-10-24,13:17,QUSDT,SELL,12
2025-10-24,13:18,QUSDT,SELL,10
2025-10-24,13:20,FUSDT,SELL,7
2025-10-24,13:21,HUSDT,BUY,7
2025-10-24,13:24,PIPPINUSDT,BUY,8
2025-10-24,13:25,RIVERUSDT,SELL,8
2025-10-24,13:30,ETCUSDT,BUY,7
2025-10-24,13:30,HBARUSDT,BUY,7
2025-10-24,13:30,XRPUSDT,BUY,18
2025-10-24,13:30,SOLUSDT,BUY,21
2025-10-24,13:30,DOGEUSDT,BUY,12
2025-10-24,13:30,OPUSDT,BUY,8
2025-10-24,13:30,BCHUSDT,BUY,8
2025-10-24,13:30,LTCUSDT,BUY,10
2025-10-24,13:30,1000FLOKIUSDT,BUY,7
2025-10-24,13:30,DOTUSDT,BUY,10
2025-10-24,13:30,1000PEPEUSDT,BUY,15
2025-10-24,13:30,PENGUUSDT,BUY,10
2025-10-24,13:30,SUIUSDT,BUY,12
2025-10-24,13:30,FUSDT,BUY,10
2025-10-24,13:30,ZECUSDT,BUY,13
2025-10-24,13:30,SOLUSDC,BUY,9
2025-10-24,13:30,XRPUSDC,BUY,9
2025-10-24,13:30,LINKUSDT,BUY,11
2025-10-24,13:30,ADAUSDT,BUY,11
2025-10-24,13:30,FILUSDT,BUY,9
2025-10-24,13:30,TAOUSDT,BUY,8
2025-10-24,13:30,PUMPUSDT,BUY,9
2025-10-24,13:30,ASTERUSDT,BUY,16
2025-10-24,13:30,SPXUSDT,BUY,9
2025-10-24,13:30,EGLDUSDT,BUY,7
2025-10-24,13:30,APTUSDT,BUY,7
2025-10-24,13:30,ENAUSDT,BUY,16
2025-10-24,13:30,SEIUSDT,BUY,10
2025-10-24,13:30,AVAXUSDT,BUY,11
2025-10-24,13:30,JTOUSDT,BUY,8
2025-10-24,13:30,DOGEUSDC,BUY,7
2025-10-24,13:30,ARBUSDT,BUY,7
2025-10-24,13:30,INJUSDT,BUY,7
2025-10-24,13:30,XPINUSDT,BUY,8
2025-10-24,13:30,FARTCOINUSDT,BUY,10
2025-10-24,13:31,ASTERUSDT,BUY,9
2025-10-24,13:32,ZECUSDT,BUY,11
2025-10-24,13:33,ETHUSDT,SELL,9
2025-10-24,13:36,EDENUSDT,BUY,11
2025-10-24,13:38,ETHUSDT,SELL,9
2025-10-24,13:43,STBLUSDT,BUY,7
2025-10-24,13:47,ETHUSDT,SELL,9
2025-10-24,13:48,ETHUSDT,SELL,7
2025-10-24,13:56,QUSDT,BUY,10
2025-10-24,14:00,PIPPINUSDT,BUY,9
2025-10-24,14:03,XPINUSDT,SELL,8
2025-10-24,14:04,TACUSDT,BUY,7
2025-10-24,14:10,COAIUSDT,BUY,7
2025-10-24,14:11,COAIUSDT,BUY,10
2025-10-24,14:18,COAIUSDT,BUY,13
2025-10-24,14:19,COAIUSDT,BUY,12
2025-10-24,14:28,FUSDT,BUY,7
2025-10-24,14:31,HUSDT,BUY,7
2025-10-24,14:31,XRPUSDT,BUY,7
2025-10-24,14:34,FUSDT,BUY,13
2025-10-24,14:34,XRPUSDT,BUY,11
2025-10-24,14:38,BTCUSDT,SELL,8
2025-10-24,14:38,ETHUSDT,SELL,7
2025-10-24,14:39,LABUSDT,SELL,9
2025-10-24,14:39,ETHUSDT,SELL,7
2025-10-24,14:39,BNBUSDT,SELL,9
2025-10-24,14:39,BTCUSDT,SELL,7
2025-10-24,14:39,QUSDT,BUY,7
2025-10-24,14:39,BLUAIUSDT,SELL,7
2025-10-24,14:41,AIAUSDT,SELL,12
2025-10-24,14:44,ETHUSDT,SELL,13
2025-10-24,14:44,SOLUSDT,SELL,8
2025-10-24,14:45,AIAUSDT,SELL,9
2025-10-24,14:45,ZECUSDT,SELL,7
2025-10-24,14:47,ORDERUSDT,SELL,10
2025-10-24,14:47,RVVUSDT,SELL,7
2025-10-24,14:48,BNBUSDT,SELL,9
2025-10-24,14:48,ETHUSDT,SELL,14
2025-10-24,14:48,BTCUSDT,SELL,16
2025-10-24,14:48,ASTERUSDT,SELL,8
2025-10-24,14:49,FUSDT,SELL,8
2025-10-24,14:57,BLUAIUSDT,BUY,8
2025-10-24,14:57,币安人生USDT,SELL,7
2025-10-24,15:02,BLUAIUSDT,BUY,12
2025-10-24,15:04,ETHUSDT,SELL,7
2025-10-24,15:06,XPINUSDT,SELL,10
2025-10-24,15:08,TRUTHUSDT,SELL,10
2025-10-24,15:10,AVNTUSDT,BUY,10
2025-10-24,15:18,GIGGLEUSDT,SELL,10
2025-10-24,15:18,BNBUSDT,SELL,9
2025-10-24,15:18,BTCUSDT,SELL,8
2025-10-24,15:19,BTCUSDT,SELL,14
2025-10-24,15:19,SOLUSDT,SELL,10
2025-10-24,15:19,XRPUSDT,SELL,7
2025-10-24,15:20,4USDT,SELL,9
2025-10-24,15:21,ETHUSDT,SELL,11
2025-10-24,15:21,BNBUSDT,SELL,11
2025-10-24,15:21,METUSDT,SELL,7
2025-10-24,15:21,SOLUSDT,SELL,8
2025-10-24,15:21,DOGEUSDT,SELL,8
2025-10-24,15:21,BTCUSDT,SELL,7
2025-10-24,15:22,4USDT,SELL,12
2025-10-24,15:25,SOLUSDT,SELL,15
2025-10-24,15:25,ETHUSDT,SELL,13
2025-10-24,15:25,AVAXUSDT,SELL,8
2025-10-24,15:25,BTCUSDT,SELL,10
2025-10-24,15:25,DASHUSDT,SELL,8
2025-10-24,15:25,BNBUSDT,SELL,7
2025-10-24,15:26,ASTERUSDT,SELL,10
2025-10-24,15:27,1000PEPEUSDT,SELL,9
2025-10-24,15:27,DOGEUSDT,SELL,7
2025-10-24,15:27,ETHUSDT,SELL,8
2025-10-24,15:27,BLESSUSDT,SELL,8
2025-10-24,15:27,BNBUSDT,SELL,9
2025-10-24,15:27,METUSDT,SELL,9
2025-10-24,15:27,HANAUSDT,SELL,12
2025-10-24,15:31,RIVERUSDT,SELL,7
2025-10-24,15:35,RIVERUSDT,SELL,7
2025-10-24,15:35,币安人生USDT,SELL,7
2025-10-24,15:36,FORMUSDT,SELL,7
2025-10-24,15:36,BELUSDT,BUY,7
2025-10-24,15:37,ETHUSDT,SELL,9
2025-10-24,15:37,BNBUSDT,SELL,7
2025-10-24,15:37,4USDT,SELL,8
2025-10-24,15:41,BELUSDT,BUY,11
2025-10-24,15:42,PIPPINUSDT,BUY,8
2025-10-24,15:43,ETHUSDT,BUY,7
